Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US132250401011,132250401011,"Block Group 1, Census Tract 401.01, Peach County, Georgia",1695,258,1383,284,287,138,9,16,16,24,0,13,0,13,0,13,0,13,0,13
1500000US132250401021,132250401021,"Block Group 1, Census Tract 401.02, Peach County, Georgia",3609,589,2254,470,1201,486,0,13,0,13,0,13,131,152,23,40,0,13,23,40
1500000US132250401022,132250401022,"Block Group 2, Census Tract 401.02, Peach County, Georgia",1682,434,1682,434,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132250401023,132250401023,"Block Group 3, Census Tract 401.02, Peach County, Georgia",3420,632,2433,550,824,286,0,13,143,67,0,13,0,13,20,33,0,13,20,33
1500000US132250401024,132250401024,"Block Group 4, Census Tract 401.02, Peach County, Georgia",1303,496,764,276,484,417,0,13,0,13,0,13,0,13,55,66,19,30,36,58
1500000US132250402001,132250402001,"Block Group 1, Census Tract 402, Peach County, Georgia",2304,458,939,291,1055,326,0,13,6,12,0,13,296,246,8,13,0,13,8,13
1500000US132250402002,132250402002,"Block Group 2, Census Tract 402, Peach County, Georgia",2262,369,904,289,981,202,0,13,0,13,0,13,371,261,6,10,0,13,6,10
1500000US132250403011,132250403011,"Block Group 1, Census Tract 403.01, Peach County, Georgia",1624,309,672,124,627,208,0,13,14,17,0,13,296,174,15,21,0,13,15,21
1500000US132250403012,132250403012,"Block Group 2, Census Tract 403.01, Peach County, Georgia",1021,248,533,197,424,202,0,13,7,12,0,13,37,44,20,25,0,13,20,25
1500000US132250403021,132250403021,"Block Group 1, Census Tract 403.02, Peach County, Georgia",2115,289,503,172,1418,273,0,13,11,20,8,12,142,114,33,34,0,13,33,34
1500000US132250404001,132250404001,"Block Group 1, Census Tract 404, Peach County, Georgia",4285,400,808,240,3313,407,0,13,91,61,0,13,44,61,29,29,0,13,29,29
1500000US132250404002,132250404002,"Block Group 2, Census Tract 404, Peach County, Georgia",1766,326,0,13,1766,326,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132270501001,132270501001,"Block Group 1, Census Tract 501, Pickens County, Georgia",2017,424,1996,427,0,13,0,13,0,13,8,15,13,21,0,13,0,13,0,13
1500000US132270501002,132270501002,"Block Group 2, Census Tract 501, Pickens County, Georgia",1747,392,1693,398,54,46,0,13,0,13,0,13,0,13,0,13,0,13,0,13
1500000US132270501003,132270501003,"Block Group 3, Census Tract 501, Pickens County, Georgia",1355,325,1340,325,7,7,0,13,0,13,0,13,0,13,8,11,0,13,8,11
1500000US132270502001,132270502001,"Block Group 1, Census Tract 502, Pickens County, Georgia",1462,418,1311,411,40,70,0,13,111,118,0,13,0,13,0,13,0,13,0,13
1500000US132270502002,132270502002,"Block Group 2, Census Tract 502, Pickens County, Georgia",2056,378,1989,382,57,35,0,13,7,16,0,13,0,13,3,7,0,13,3,7
1500000US132270502003,132270502003,"Block Group 3, Census Tract 502, Pickens County, Georgia",997,394,637,234,96,125,20,35,0,13,0,13,233,303,11,18,0,13,11,18
1500000US132270502004,132270502004,"Block Group 4, Census Tract 502, Pickens County, Georgia",1751,424,1703,426,36,24,4,9,0,13,1,2,2,5,5,6,0,13,5,6
1500000US132270503001,132270503001,"Block Group 1, Census Tract 503, Pickens County, Georgia",1761,317,1629,277,80,102,46,59,0,13,0,13,0,13,6,9,0,13,6,9
1500000US132270503002,132270503002,"Block Group 2, Census Tract 503, Pickens County, Georgia",2516,409,2466,405,7,14,4,7,39,65,0,13,0,13,0,13,0,13,0,13
1500000US132270504001,132270504001,"Block Group 1, Census Tract 504, Pickens County, Georgia",1943,368,1889,378,25,28,0,13,0,13,0,13,0,13,29,45,0,13,29,45
1500000US132270504002,132270504002,"Block Group 2, Census Tract 504, Pickens County, Georgia",2014,414,1979,419,0,13,0,13,0,13,0,13,0,13,35,44,0,13,35,44
